name,nationality,sex,height,sport,gold,silver,bronze
Denys Molchanov,UKR,male,1.90,tennis,0,0,0
Denys Solonenko,UKR,male,1.79,boxing,0,0,0
Deo Gracia Ngokaba,CGO,male,1.90,judo,0,0,0
Deokhyeon Kim,KOR,male,1.80,athletics,0,0,0
Deolin Mekoa,RSA,male,1.75,football,0,0,0
Deon Lendore,TTO,male,1.79,athletics,0,0,0
Deonise Fachinello,BRA,female,1.80,handball,0,0,0
Derek Drouin,CAN,male,1.96,athletics,1,0,0
Derek Hawkins,GBR,male,1.80,athletics,0,0,0
Derek Sua,SAM,male,,judo,0,0,0
Derlys Ayala,PAR,male,1.78,athletics,0,0,0
Desiree Henry,GBR,female,1.71,athletics,0,0,1
Desiree Linden,USA,female,1.55,athletics,0,0,0
Desiree Rossit,ITA,female,1.79,athletics,0,0,0
Desiree Scott,CAN,female,1.60,football,0,0,1
Desler Puggaard,DEN,male,1.87,football,0,0,0
Deuce Carter,JAM,male,1.83,athletics,0,0,0
Devery Karz,USA,female,1.73,rowing,0,0,0
Devid Safaryan,ARM,male,1.70,wrestling,0,0,0
Devin McEwan,USA,male,1.78,canoe,0,0,0
Devindar Walmiki,IND,male,1.78,hockey,0,0,0
Devohn Teixeira,CAN,male,1.65,hockey,0,0,0
Devon Allen,USA,male,1.86,athletics,0,0,0
Devon Manchester,NZL,male,1.78,hockey,0,0,0
Devon Myles William Brown,RSA,male,1.88,aquatics,0,0,0
Dewi Safitri,INA,female,1.51,weightlifting,0,0,0
Dewi Yuliawati,INA,female,1.66,rowing,0,0,0
Dex Elmont,NED,male,1.75,judo,0,0,0
Dhurgham Ismael,IRQ,male,1.77,football,0,0,0
Di Wu,CHN,female,1.82,basketball,0,0,0
Diaaeldin Kamal Gouda Abdelmottaleb,EGY,male,1.77,wrestling,0,0,0
Diamara Planell,PUR,female,1.80,athletics,0,0,0
Diana Abla,BRA,female,1.75,aquatics,0,0,0
Diana Aydosova,KAZ,female,1.58,athletics,0,0,0
Diana Bacosi,ITA,female,1.75,shooting,1,0,0
Diana Khubeseryan,ARM,female,1.70,athletics,0,0,0
Diana Lobacevske,LTU,female,1.74,athletics,0,0,0
Diana Martin,ESP,female,1.63,athletics,0,0,0
Diana Matheson,CAN,female,1.53,football,0,0,1
Diana Ospina,COL,female,1.57,football,0,0,0
Diana Pineda,COL,female,1.67,aquatics,0,0,0
Diana Reyes,PUR,female,1.91,volleyball,0,0,0
Diana Sujew,GER,female,1.66,athletics,0,0,0
Diana Taurasi,USA,female,1.82,basketball,1,0,0
Diane Nukuri,BDI,female,1.83,athletics,0,0,0
Dianelys Perez,CUB,female,1.49,shooting,0,0,0
Didar Khamza,KAZ,male,1.75,judo,0,0,0
Didier Kiki,BEN,male,1.85,athletics,0,0,0
Diederik van Silfhout,NED,male,1.90,equestrian,0,0,0
Diego Botin Le Chever,ESP,male,1.83,sailing,0,0,0
Diego Colorado,COL,male,1.69,athletics,0,0,0
Diego Hypolito,BRA,male,1.70,gymnastics,0,1,0
Diego Milan Jimenez,DOM,male,1.79,cycling,0,0,0
Diego Occhiuzzi,ITA,male,1.80,fencing,0,0,0
Diego Palomeque,COL,male,1.78,athletics,0,0,0
Diego Rosa,ITA,male,1.78,cycling,0,0,0
Diego del Real,MEX,male,1.85,athletics,0,0,0
Dienov Andres Koka,CGO,male,1.73,aquatics,0,0,0
Dieter Dekoninck,BEL,male,1.90,aquatics,0,0,0
Dieudonne Wilfred Seyi Ntsengue,CMR,male,1.83,boxing,0,0,0
Dilara Lokmanhekim,TUR,female,1.65,judo,0,0,0
Dilara Uralp,TUR,female,1.63,sailing,0,0,0
Diletta Carli,ITA,female,1.70,aquatics,0,0,0
Dilshod Nazarov,TJK,male,1.87,athletics,1,0,0
Dilshodjon Turdiev,UZB,male,1.72,wrestling,0,0,0
Dimitar Angelov Kumchev,BUL,male,1.80,wrestling,0,0,0
Dimitar Krastanov,BUL,male,1.81,modern pentathlon,0,0,0
Dimitri Bascou,FRA,male,1.81,athletics,0,0,1
Dimitri Juliet,NED,male,1.81,athletics,0,0,0
Dimitriana Surdu,MDA,female,1.74,athletics,0,0,0
Dimitrij Ovtcharov,GER,male,1.86,table tennis,0,0,1
Dimitrije Grgic,SRB,male,1.91,shooting,0,0,0
Dimitrios Antoniadis,GRE,male,1.80,cycling,0,0,0
Dimitrios Chondrokoukis,CYP,male,1.94,athletics,0,0,0
Dimitrios Dimitriou,GRE,male,1.79,aquatics,0,0,0
Dimitrios Koulouris,GRE,male,1.83,aquatics,0,0,0
Dimitriy Timchenko,UKR,male,1.90,wrestling,0,0,0
Dimitry Volkov,RUS,male,2.01,volleyball,0,0,0
Dina Asher-Smith,GBR,female,1.64,athletics,0,0,1
Dina Lebo Phalula,RSA,female,1.65,athletics,0,0,0
Dina Meshref,EGY,female,1.66,table tennis,0,0,0
Ding Chen,CHN,male,1.75,athletics,0,0,0
Diodio Diouf,SEN,female,1.70,basketball,0,0,0
Diogo Abreu,POR,male,1.84,gymnastics,0,0,0
Diogo Carvalho,POR,male,1.84,aquatics,0,0,0
Diogo Kent Hubner,BRA,male,1.83,handball,0,0,0
Diogo Sclebin,BRA,male,1.90,triathlon,0,0,0
Dion Dreesens,NED,male,1.95,aquatics,0,0,0
Dionisio Augustine Ii,FSM,male,1.53,aquatics,0,0,0
Dionysios Angelopoulos,GRE,male,1.89,rowing,0,0,0
Dipa Karmakar,IND,female,1.51,gymnastics,0,0,0
Dirk Uittenbogaard,NED,male,1.99,rowing,0,0,1
Dirk van Tichelt,BEL,male,1.73,judo,0,0,1
Dirngulbai Misech,PLW,female,1.65,aquatics,0,0,0
Dival Forele Malonga Dzalamou,CGO,male,,boxing,0,0,0
Diyorbek Urozboev,UZB,male,1.72,judo,0,0,1
Djenebou Dante,MLI,female,1.76,athletics,0,0,0
Dmitri Barsuk,RUS,male,1.94,volleyball,0,0,0
Dmitrii Ushakov,RUS,male,1.77,gymnastics,0,0,0
Dmitrij Prokopcov,CZE,male,1.85,table tennis,0,0,0
Dmitriy Balandin,KAZ,male,1.95,aquatics,1,0,0
Dmitriy Koblov,KAZ,male,1.83,athletics,0,0,0
Dmitriy Shokin,UZB,male,1.93,taekwondo,0,0,0
Dmitry Kroyter,ISR,male,1.87,athletics,0,0,0
Dmitry Larionov,RUS,male,1.78,canoe,0,0,0
Dmitry Polyanskiy,RUS,male,1.82,triathlon,0,0,0
Dmitry Zherebchenko,RUS,male,1.85,fencing,0,0,0
Dmytro Chumak,UKR,male,1.71,weightlifting,0,0,0
Dmytro Ianchuk,UKR,male,1.84,canoe,0,0,1
Dmytro Karyuchenko,UKR,male,1.79,fencing,0,0,0
Dmytro Kosynskyy,UKR,male,1.98,athletics,0,0,0
Dmytro Mikhay,UKR,male,1.95,rowing,0,0,0
Dmytro Mytrofanov,UKR,male,1.73,boxing,0,0,0
Dmytro Oseledets,UKR,male,1.87,aquatics,0,0,0
Dmytro Yakovenko,UKR,male,1.92,athletics,0,0,0
Doaa Elghobashy,EGY,female,,volleyball,0,0,0
Dolores Hernandez,MEX,female,1.62,aquatics,0,0,0
Dolores Moreira Fraschini,URU,female,1.68,sailing,0,0,0
Domagoj Duvnjak,CRO,male,1.98,handball,0,0,0
Domantas Sabonis,LTU,male,2.08,basketball,0,0,0
Domenic Weinstein,GER,male,1.88,cycling,0,0,0
Domenico Montrone,ITA,male,1.89,rowing,0,0,1
Dominic Dugasse,SEY,male,1.80,judo,0,0,0
Dominic Inglot,GBR,male,1.98,tennis,0,0,0
Dominic King,GBR,male,1.78,athletics,0,0,0
Dominik Distelberger,AUT,male,1.86,athletics,0,0,0
Dominik Kozma,HUN,male,1.91,aquatics,0,0,0
Dominique Bouchard,CAN,female,1.74,aquatics,0,0,0
Dominique Scott,RSA,female,1.66,athletics,0,0,0
Dominykas Jancionis,LTU,male,1.92,rowing,0,0,0
Domonic Bedggood,AUS,male,1.63,aquatics,0,0,0
Donald Blair-Sanford,ISR,male,1.96,athletics,0,0,0
Donald Cabral,USA,male,1.78,athletics,0,0,0
Donald Thomas,BAH,male,1.91,athletics,0,0,0
Donata Rimshaite,RUS,female,1.76,modern pentathlon,0,0,0
Donata Vistartaite,LTU,female,1.70,rowing,0,0,1
Dong Dong,CHN,male,1.68,gymnastics,0,1,0
Dong Keun Lee,KOR,male,1.83,badminton,0,0,0
Donghan Gwak,KOR,male,1.83,judo,0,0,1
Donghyen Shin,KOR,male,1.66,gymnastics,0,0,0
Dongjin Kang,KOR,male,1.68,cycling,0,0,0
Dongjin Park,KOR,male,1.82,football,0,0,0
Dongju Yu,KOR,male,1.75,weightlifting,0,0,0
Dongjun Kim,KOR,male,1.88,football,0,0,0
Donglun Song,CHN,female,1.78,aquatics,0,0,0
Dongmin Cha,KOR,male,1.90,taekwondo,0,0,1
Dongna Li,CHN,female,1.70,football,0,0,0
Dongseon Kim,KOR,male,1.89,equestrian,0,0,0
Dongxiao Li,CHN,female,1.75,hockey,0,0,0
Dongyan Huang,CHN,female,1.72,cycling,0,0,0
Dongyong Kim,KOR,male,1.89,rowing,0,0,0
Donis Escober,HON,male,1.80,football,0,0,0
Donna Vakalis,CAN,female,1.64,modern pentathlon,0,0,0
Dora Antal,HUN,female,1.69,aquatics,0,0,0
Dora Csabai,HUN,female,1.75,aquatics,0,0,0
Dora Czigany,HUN,female,1.73,aquatics,0,0,0
Dorcas Gyimah,GHA,female,,athletics,0,0,0
Doreen Amata,NGR,female,1.91,athletics,0,0,0
Doreen Nziwa,KEN,female,1.57,rugby sevens,0,0,0
Dorian Coninx,FRA,male,1.81,triathlon,0,0,0
Dorian McMenemy Taylor,DOM,female,1.86,aquatics,0,0,0
Dorian Mortelette,FRA,male,1.95,rowing,0,0,0
Dorian van Rijsselberghe,NED,male,1.89,sailing,1,0,0
Doris Esmid Patino Marin,COL,female,1.65,taekwondo,0,0,0
Dorlan Pabon,COL,male,1.68,football,0,0,0
Dorothea Brandt,GER,female,1.79,aquatics,0,0,0
Dorothee Schneider,GER,female,1.69,equestrian,1,0,0
Dorothy Erzsebet Yeats,CAN,female,1.60,wrestling,0,0,0
Doston Yokubov,UZB,male,1.58,weightlifting,0,0,0
Doszhan Kartikov,KAZ,male,1.73,wrestling,0,0,0
Douglas Correia de Souza,BRA,male,1.99,volleyball,1,0,0
Douglas John Erasmus,RSA,male,1.82,aquatics,0,0,0
Douglas Santos,BRA,male,1.73,football,1,0,0
Dovydas Nemeravicius,LTU,male,1.93,rowing,0,0,0
Dragana Stankovic,SRB,female,1.95,basketball,0,0,1
Dragana Tomasevic,SRB,female,1.75,athletics,0,0,0
Drasko Brguljan,MNE,male,1.94,aquatics,0,0,0
Draymond Green,USA,male,2.00,basketball,1,0,0
Driss Lahrichi,MAR,male,1.90,aquatics,0,0,0
Drita Islami,MKD,female,1.66,athletics,0,0,0
Duanbin Ma,CHN,male,1.74,judo,0,0,0
Duane da Rocha Marce,ESP,female,1.80,aquatics,0,0,0
Dudi Sela,ISR,male,1.75,tennis,0,0,0
Dulguun Batsaikhan,MGL,male,1.79,aquatics,0,0,0
Dumitru Captari,ROU,male,1.68,weightlifting,0,0,0
Duncan Scott,GBR,male,1.91,aquatics,0,2,0
Dunhan Xiong,CHN,female,1.81,aquatics,0,0,0
Duo Shen,CHN,female,1.81,aquatics,0,0,0
Duobujie,CHN,male,1.75,athletics,0,0,0
Durdina Jaukovic,MNE,female,1.86,handball,0,0,0
Dusan Majdan,SVK,male,1.80,athletics,0,0,0
Dusan Mandic,SRB,male,2.02,aquatics,1,0,0
Dusko Pijetlovic,SRB,male,1.97,aquatics,1,0,0
Dustin Brown,GER,male,1.96,tennis,0,0,0
Dustin Tynes,BAH,male,1.85,aquatics,0,0,0
Dutee Chand,IND,female,1.60,athletics,0,0,0
Duygu Aynaci,TUR,female,1.70,weightlifting,0,0,0
Dwight Lewis,VEN,male,1.98,basketball,0,0,0
Dylan Borlee,BEL,male,1.90,athletics,0,0,0
Dylan Bosch,RSA,male,1.78,aquatics,0,0,0
Dylan Carter,TTO,male,,aquatics,0,0,0
Dylan Fletcher-Scott,GBR,male,1.76,sailing,0,0,0
Dylan Kennett,NZL,male,1.78,cycling,0,0,0
Dylan Sage,RSA,male,1.88,rugby sevens,0,0,1
Dylan Schmidt,NZL,male,1.69,gymnastics,0,0,0
Dzianis Mihal,BLR,male,1.97,rowing,0,0,0
Dzianis Simanovich,BLR,male,1.78,athletics,0,0,0
Dzmitry Asanau,BLR,male,1.76,boxing,0,0,0
Dzmitry Nabokau,BLR,male,1.86,athletics,0,0,0
Dzmitry Platnitski,BLR,male,1.91,athletics,0,0,0
Dzmitry Shershan,BLR,male,1.70,judo,0,0,0
Dzsenifer Marozsan,GER,female,1.71,football,1,0,0
Earvin Ngapeth,FRA,male,1.94,volleyball,0,0,0
Ebi Ere,NGR,male,1.96,basketball,0,0,0
Ebtissam Mohamed,EGY,female,1.63,cycling,0,0,0
Ecaterina Guica,CAN,female,1.65,judo,0,0,0
Ed Jenkins,AUS,male,1.84,rugby sevens,0,0,0
Eddie Lovett,ISV,male,1.80,athletics,0,0,0
Eddy Yusof,SUI,male,1.65,gymnastics,0,0,0
Edel R. Amores,CUB,male,1.81,athletics,0,0,0
Eder Antonio Souza,BRA,male,1.89,athletics,0,0,0
Eder Carbonera,BRA,male,2.05,volleyball,1,0,0
Edgar Contreras,VEN,male,1.78,taekwondo,0,0,0
Edgar Crespo,PAN,male,1.78,aquatics,0,0,0
Edgar Ie,POR,male,1.88,football,0,0,0
Edgar Pineda Zeta,GUA,male,1.62,weightlifting,0,0,0
Edgar Ramon Munoz,VEN,male,1.84,boxing,0,0,0
Edgar Rivera,MEX,male,1.98,athletics,0,0,0
Edgaras Venckaitis,LTU,male,1.71,wrestling,0,0,0
Edidiong Ofonime Odiong,BRN,female,1.67,athletics,0,0,0
Edigerson Gomes,DEN,male,1.92,football,0,0,0
Edina Gangl,HUN,female,1.81,aquatics,0,0,0
Edina Knapek,HUN,female,1.66,fencing,0,0,0
Edna Carrillo,MEX,female,1.52,judo,0,0,0
Edna Santini,BRA,female,1.53,rugby sevens,0,0,0
Edouard Joseph,HAI,male,1.52,weightlifting,0,0,0
Edson Isaias Freitas da Silva,BRA,male,1.70,canoe,0,0,0
Eduard Popp,GER,male,1.90,wrestling,0,0,0
Eduard Soghomonyan,BRA,male,1.90,wrestling,0,0,0
Eduarda Taleska,BRA,female,1.86,handball,0,0,0
Eduardo Alvarez Aznar,ESP,male,1.73,equestrian,0,0,0
Eduardo Jose Lorenzo,DOM,male,1.71,shooting,0,0,0
Eduardo Menezes,BRA,male,1.93,equestrian,0,0,0
Eduardo Rubio Rodriguez,CUB,male,1.87,rowing,0,0,0
Eduardo Sepulveda,ARG,male,1.73,cycling,0,0,0
Eduardo Solaeche Gomez,ESP,male,1.83,aquatics,0,0,0
Edvald Boasson Hagen,NOR,male,,cycling,0,0,0
Edvinas Ramanauskas,LTU,male,1.84,canoe,0,0,1
Edward Araya,CHI,male,1.76,athletics,0,0,0
Edward Clancy,GBR,male,1.85,cycling,1,0,0
Edward Dawkins,NZL,male,1.85,cycling,0,1,0
Edward Gal,NED,male,1.82,equestrian,0,0,0
Edward King,USA,male,1.94,rowing,0,0,0
Edward Ling,GBR,male,1.80,shooting,0,0,1
Edward Ockenden,AUS,male,1.80,hockey,0,0,0
Edwige Gwend,ITA,female,1.63,judo,0,0,0
Edwin Orlando Mosquera Roa,COL,male,1.65,weightlifting,0,0,0
Edwina Bone,AUS,female,1.70,hockey,0,0,0
Edwina Tops-Alexander,AUS,female,1.64,equestrian,0,0,0
Edyta Dzieniszewska-Kierkla,POL,female,1.70,canoe,0,0,0
Edyta Jasinska,POL,female,1.77,cycling,0,0,0
Edzus Treimanis,LAT,male,1.83,cycling,0,0,0
Eefje Muskens,NED,female,1.64,badminton,0,0,0
Eelco Sintnicolaas,NED,male,1.86,athletics,0,0,0
Eeseul Baek,KOR,female,1.75,hockey,0,0,0
Efe Ajagba,NGR,male,1.90,boxing,0,0,0
Efthimios Mitas,GRE,male,1.90,shooting,0,0,0
Egle Balciunaite,LTU,female,1.76,athletics,0,0,0
Eglys Yahima de la Cruz,CUB,female,1.59,shooting,0,0,0
Egor Kliuka,RUS,male,2.08,volleyball,0,0,0
Ehsan Hadadi,IRI,male,1.92,athletics,0,0,0
Ehsan Rouzbahani,IRI,male,1.84,boxing,0,0,0
Ei Ei Thet,MYA,female,,aquatics,0,0,0
Eider Arevalo,COL,male,1.65,athletics,0,0,0
Eike Onnen,GER,male,1.97,athletics,0,0,0
Eiki Takahashi,JPN,male,1.76,athletics,0,0,0
Eileen Grench,PAN,female,1.52,fencing,0,0,0
Eilidh Doyle,GBR,female,1.70,athletics,0,0,1
Eilish McColgan,GBR,female,1.76,athletics,0,0,0
Eimantas Stanionis,LTU,male,1.73,boxing,0,0,0
Eirini-Marina Alexandri,AUT,female,1.71,aquatics,0,0,0
Eita Mori,JPN,male,1.73,shooting,0,0,0
Ejowvokoghene Oduduru,NGR,male,,athletics,0,0,0
Ekaterina Birlova,RUS,female,1.80,volleyball,0,0,0
Ekaterina Bukina,RUS,female,1.74,wrestling,0,0,1
Ekaterina Dyachenko,RUS,female,1.67,fencing,1,0,0
Ekaterina Ilina,RUS,female,1.74,handball,1,0,0
Ekaterina Ivanova Avramova,TUR,female,1.80,aquatics,0,0,0
Ekaterina Karsten,BLR,female,1.85,rowing,0,0,0
Ekaterina Khilko,UZB,female,1.63,gymnastics,0,0,0
Ekaterina Korshunova,RUS,female,1.61,shooting,0,0,0
Ekaterina Kosianenko,RUS,female,1.78,volleyball,0,0,0
Ekaterina Levina,ISR,female,1.68,gymnastics,0,0,0
Ekaterina Lisunova,RUS,female,1.75,aquatics,0,0,1
Ekaterina Makarova,RUS,female,1.80,tennis,1,0,0
Ekaterina Marennikova,RUS,female,1.76,handball,1,0,0
Ekaterina Petukhova,RUS,female,1.63,aquatics,0,0,0
Ekaterina Poplavskaya,BLR,female,1.69,athletics,0,0,0
Ekaterina Prokofyeva,RUS,female,1.76,aquatics,0,0,1
Ekaterina Rabaya,RUS,female,1.58,shooting,0,0,0
Ekaterina Tunguskova,UZB,female,,athletics,0,0,0
Ekaterina Valkova,RUS,female,1.67,judo,0,0,0
Ekaterina Volkova,FIN,female,1.68,gymnastics,0,0,0
Ekaterina Voronina,UZB,female,1.73,athletics,0,0,0
Ekaterini Stefanidi,GRE,female,1.73,athletics,1,0,0
Ekenechukwu Ibekwe,NGR,male,2.10,basketball,0,0,0
Eko Yuli Irawan,INA,male,1.54,weightlifting,0,1,0
El Hadi Laameche,ALG,male,1.65,athletics,0,0,0
El Hassan Elabbassi,BRN,male,1.71,athletics,0,0,0
El Mahadi Messaoudi,MAR,male,1.68,wrestling,0,0,0
Elaheh Ahmadi,IRI,female,1.60,shooting,0,0,0
Elaine Thompson,JAM,female,1.67,athletics,2,1,0
Eldar Memisevic,QAT,male,1.78,handball,0,0,0
Elder Torres,HON,male,1.76,football,0,0,0
Eldred Henry,IVB,male,,athletics,0,0,0
Elea Mariama Diarra,FRA,female,1.76,athletics,0,0,0
Eleanor Bezzina,MLT,female,1.54,shooting,0,0,0
Eleanor Harvey,CAN,female,1.72,fencing,0,0,0
Eleanor Logan,USA,female,1.88,rowing,1,0,0
Eleanor Patterson,AUS,female,1.82,athletics,0,0,0
Eleanor Watton,GBR,female,1.67,hockey,0,0,0
Eleftherios Petrounias,GRE,male,1.64,gymnastics,1,0,0
Elena Allen,GBR,female,1.69,shooting,0,0,0
Elena Aniushina,RUS,female,,canoe,0,0,0
Elena Berta,ITA,female,1.71,sailing,0,0,0
Elena Cecchini,ITA,female,1.68,cycling,0,0,0
Elena Delle Donne,USA,female,1.95,basketball,1,0,0
Elena Ezhova,RUS,female,1.78,volleyball,0,0,0
Elena Galiabovitch,AUS,female,1.77,shooting,0,0,0
Elena Lopez,ESP,female,1.69,gymnastics,0,1,0
Elena Maria Bonfanti,ITA,female,1.72,athletics,0,0,0
Elena Panturoiu,ROU,female,1.70,athletics,0,0,0
Elena Potapenko,KAZ,female,1.65,modern pentathlon,0,0,0
Elena Prokofyeva,RUS,female,1.69,aquatics,1,0,0
Elena Sergey Pirozhkova,USA,female,1.68,wrestling,0,0,0
Elena Vesnina,RUS,female,1.76,tennis,1,0,0
Elena Wassen,GER,female,1.74,aquatics,0,0,0
Elena-Lavinia Tarlea,ROU,female,1.82,rowing,0,0,0
Eleni Artymata,CYP,female,1.77,athletics,0,0,0
Eleni Doika,GRE,female,1.70,gymnastics,0,0,0
Eleonora Giorgi,ITA,female,1.62,athletics,0,0,0
Eleonora Lo Bianco,ITA,female,1.71,volleyball,0,0,0
Eli Dershwitz,USA,male,1.86,fencing,0,0,0
Elia Viviani,ITA,male,1.77,cycling,1,0,0
Eliane Martins,BRA,female,1.60,athletics,0,0,0
Eliane Saholinirina,MAD,female,1.54,athletics,0,0,0
Elias Eliseo Emigdio Abarca,MEX,male,1.65,boxing,0,0,0
Elias Malave,VEN,male,1.80,archery,0,0,0
Elie Konki,FRA,male,1.70,boxing,0,0,0
Eliecith Palacios,COL,female,1.70,athletics,0,0,0
Elif Jale Yesilirmak,TUR,female,1.64,wrestling,0,0,0
Elijah Motonei Manangoi,KEN,male,1.85,athletics,0,0,0
Elin Johansson,SWE,female,1.76,taekwondo,0,0,0
Elin Rubensson,SWE,female,1.66,football,0,1,0
Elina Mikhina,KAZ,female,1.70,athletics,0,0,0
Elina Svitolina,UKR,female,1.74,tennis,0,0,0
Elinah Phillip,IVB,female,1.64,aquatics,0,0,0
Elinor Barker,GBR,female,1.68,cycling,1,0,0
Elios Manzi,ITA,male,1.55,judo,0,0,0
Elis Guri,BUL,male,1.89,wrestling,0,0,0
Elis Ligtlee,NED,female,1.85,cycling,1,0,0
Elisa Bozzo,ITA,female,1.70,aquatics,0,0,0
Elisa Longo Borghini,ITA,female,1.70,cycling,0,0,1
Elisa Meneghini,ITA,female,1.50,gymnastics,0,0,0
Elisa Queirolo,ITA,female,1.68,aquatics,0,1,0
Elisa Rigaudo,ITA,female,1.68,athletics,0,0,0
Elisa Vania Ravololoniaina,MAD,female,1.65,weightlifting,0,0,0
Elisa di Francisca,ITA,female,1.77,fencing,0,1,0
Elisabet Martinez,ESP,female,1.67,rugby sevens,0,0,0
Elisabeth Baldauf,AUT,female,1.75,badminton,0,0,0
Elisabeth Mandaba,CAF,female,1.33,athletics,0,0,0
Elisabeth Seitz,GER,female,1.61,gymnastics,0,0,0
Elisavet Pesiridou,GRE,female,1.75,athletics,0,0,0
Elisbet Games,CUB,female,1.63,aquatics,0,0,0
Elise Bussaglia,FRA,female,1.63,football,0,0,0
Elise Kellond-Knight,AUS,female,1.65,football,0,0,0
Eliska Klucinova,CZE,female,1.78,athletics,0,0,0
Elissa Downie,GBR,female,1.58,gymnastics,0,0,0
Elitsa Atanasova Yankova,BUL,female,1.51,wrestling,0,0,1
Eliud Kipchoge,KEN,male,1.67,athletics,1,0,0
Eliza Buceschi,ROU,female,1.78,handball,0,0,0
Eliza McCartney,NZL,female,1.79,athletics,0,0,1
Elizabet Chavez,ESP,female,1.92,handball,0,0,0
Elizabeta Samara,ROU,female,1.71,table tennis,0,0,0
Elizabeth Armitstead,GBR,female,1.68,cycling,0,0,0
Elizabeth Beisel,USA,female,1.68,aquatics,0,0,0
Elizabeth Bravo,ECU,female,1.60,triathlon,0,0,0
Elizabeth Cambage,AUS,female,2.03,basketball,0,0,0
Elizabeth Cui,NZL,female,1.59,aquatics,0,0,0
Elizabeth Gleadle,CAN,female,1.85,athletics,0,0,0
Elizabeth Gunson,NZL,female,1.62,hockey,0,0,0
Elizabeth Keddell,NZL,female,1.69,hockey,0,0,0
Elizabeth Madden,USA,female,1.68,equestrian,0,1,0
Elizabeth Pinedo,ESP,female,1.75,handball,0,0,0
Elizabeth Thompson,NZL,female,1.75,hockey,0,0,0
Elizabeth Yin,SIN,female,1.67,sailing,0,0,0
Elizbar Odikadze,GEO,male,1.87,wrestling,0,0,0
Elke Karsten,ARG,female,1.75,handball,0,0,0
Elke Vanhoof,BEL,female,1.63,cycling,0,0,0
Ella Nelson,AUS,female,1.69,athletics,0,0,0
Ella Nicholas,COK,female,1.60,canoe,0,0,0
Ellen Hogerwerf,NED,female,1.83,rowing,0,0,0
Ellen Hoog,NED,female,1.64,hockey,0,1,0
Ellen Sprunger,SUI,female,1.72,athletics,0,0,0
Ellen Tomek,USA,female,1.78,rowing,0,0,0
Ellen van Dijk,NED,female,1.82,cycling,0,0,0
Ellia Green,AUS,female,1.72,rugby sevens,1,0,0
Ellie Carpenter,AUS,female,1.65,football,0,0,0
Ellie Faulkner,GBR,female,1.65,aquatics,0,0,0
Elliot Giles,GBR,male,1.83,athletics,0,0,0
Elliot van Strydonck,BEL,male,1.85,hockey,0,1,0
Ellis Oreilly,IRL,female,1.64,gymnastics,0,0,0
Elmar Gasimov,AZE,male,1.88,judo,0,1,0
Elmira Syzdykova,KAZ,female,1.72,wrestling,0,0,1
Elmo Jankari,FIN,male,,equestrian,0,0,0
Elmurat Tasmuradov,UZB,male,1.60,wrestling,0,0,1
Elodie Clouvel,FRA,female,1.82,modern pentathlon,0,1,0
Elodie Guiglion,FRA,female,1.66,rugby sevens,0,0,0
Elodie Ravera-Scaramozzino,FRA,female,1.77,rowing,0,0,0
Elodie Thomis,FRA,female,1.68,football,0,0,0
Eloi Imaniraguha,RWA,male,,aquatics,0,0,0
Eloise Wellings,AUS,female,1.72,athletics,0,0,0
Elroy Gelant,RSA,male,1.75,athletics,0,0,0
Els Rens,BEL,female,1.60,athletics,0,0,0
Elsa Baquerizo McMillan,ESP,female,1.81,volleyball,0,0,0
Elsabeth Black,CAN,female,1.55,gymnastics,0,0,0
Elshod Rasulov,UZB,male,1.84,boxing,0,0,0
Elsie Uwamahoro,BDI,female,1.65,aquatics,0,0,0
Elson Brechtefeld,NRU,male,1.55,weightlifting,0,0,0
Elvin Mamishzada,AZE,male,1.65,boxing,0,0,0
Elvin Mursaliyev,AZE,male,1.78,wrestling,0,0,0
Elvina Karimova,RUS,female,1.66,aquatics,0,0,1
Elvismar Rodriguez,VEN,female,1.78,judo,0,0,0
Elyane Boal,CPV,female,1.70,gymnastics,0,0,0
Ema Ramusovic,MNE,female,1.83,handball,0,0,0
Emanuel Andrade,VEN,male,1.89,equestrian,0,0,0
Emanuel Buchmann,GER,male,1.81,cycling,0,0,0
Emanuel Silva,POR,male,1.86,canoe,0,0,0
Emanuele Birarelli,ITA,male,2.02,volleyball,0,1,0
Emanuele Gaudiano,ITA,male,1.75,equestrian,0,0,0
Emanuele Liuzzi,ITA,male,1.91,rowing,0,0,0
Emanuelle Lima,BRA,female,1.67,gymnastics,0,0,0
Emel Dereli,TUR,female,1.81,athletics,0,0,0
Emelda Piata Zessi,CMR,female,1.90,volleyball,0,0,0
Emelie Lundberg,SWE,female,1.73,football,0,0,0
Emerric Kpegba,TOG,male,,aquatics,0,0,0
Emerson Duarte,BRA,male,1.82,shooting,0,0,0
Emese Szasz,HUN,female,1.76,fencing,1,0,0
Emi Nishikori,JPN,female,1.60,hockey,0,0,0
Emil Larsen,DEN,male,1.83,football,0,0,0
Emil Milev,USA,male,1.78,shooting,0,0,0
Emilce Sosa,ARG,female,1.77,volleyball,0,0,0
Emilee Cherry,AUS,female,1.68,rugby sevens,1,0,0
Emilia Alina Vuc,ROU,female,1.54,wrestling,0,0,0
Emilia Ankiewicz,POL,female,1.78,athletics,0,0,0
Emilia Appelqvist,SWE,female,1.68,football,0,1,0
Emilia Fahlin,SWE,female,1.76,cycling,0,0,0
Emilia Pikkarainen,FIN,female,1.73,aquatics,0,0,0
Emiliano Grillo,ARG,male,1.78,golf,0,0,0
